Id,Model,Price,Age_08_04,KM,Fuel_Type,HP,Color
959,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,58,51712,Petrol,110,Red
960,TOYOTA Corolla 1.6 Linea Luna Aut. 4/5-Doors,10950,58,51421,Petrol,110,Silver
961,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,61,51235,Petrol,86,Red
962,TOYOTA Corolla 1.3I LINEATERRA 2/3-Doors,8950,65,51000,Petrol,86,Grey
963,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8895,61,50925,Petrol,110,Grey
964,TOYOTA Corolla ,9390,66,50806,Petrol,86,Green
965,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,59,50469,Petrol,110,Black
966,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9750,61,50173,Petrol,110,Grey
967,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,50000,Petrol,110,Blue
968,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10950,65,49942,Petrol,110,Red
969,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9900,67,49585,Petrol,110,Red
970,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9500,62,49258,Petrol,110,Grey
972,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,61,49000,Petrol,110,Red
973,TOYOTA Corolla 1.6 LL HB 4/5-Doors,9950,63,48738,Petrol,110,Blue
974,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,10500,62,47750,Petrol,86,Blue
975,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9950,63,47612,Petrol,86,Blue
976,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,10495,68,47500,Petrol,86,Green
977,TOYOTA Corolla 1.6 Linea Terra Comfort HB 2/3-Doors,9500,66,47237,Petrol,110,Silver
978,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,58,47171,Petrol,86,Blue
979,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10450,60,47060,Petrol,110,Grey
980,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,47014,Petrol,86,Grey
981,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9900,59,46929,Petrol,86,Grey
982,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8900,63,46000,Petrol,86,Green
983,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8745,65,45681,Petrol,110,Red
984,TOYOTA Corolla 1.3 HB Linea Terra 2/3-Doors,8750,65,45549,Petrol,86,Blue
985,TOYOTA Corolla 1.6 GTSi HB 4/5-Doors,10750,57,45000,Petrol,110,Black
986,TOYOTA Corolla 1.6 GTSi HB 2/3-Doors,9750,57,45000,Petrol,110,Black
987,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8850,65,45000,Petrol,110,Green
988,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,66,45000,Petrol,86,Grey
989,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,9450,63,45000,Petrol,110,Violet
990,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9950,61,45000,Petrol,107,Red
991,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,63,44944,Petrol,110,Green
992,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,9950,61,44597,Petrol,86,White
993,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9995,68,44458,Petrol,86,Red
994,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,59,43818,Petrol,110,Red
995,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10495,60,43426,Petrol,110,Green
996,TOYOTA Corolla 1.6 Lin.Terra Aut. 4/5-Doors,7950,58,43000,CNG,110,Silver
997,TOYOTA Corolla 1.6 SD TERRA 4/5-Doors,8950,68,43000,Petrol,110,Silver
998,TOYOTA Corolla 1.6 16v Liftback Linea Luna 4/5-Doors,9695,57,43000,Petrol,110,Green
999,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,64,43000,Petrol,86,Blue
1000,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,68,42750,Petrol,110,Blue
1001,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,67,42102,Petrol,110,Silver
1002,TOYOTA Corolla 1.6 LB Linea Terra 4/5-Doors,9950,63,41586,Petrol,110,Blue
1003,TOYOTA Corolla 1.6 4/5-Doors,9900,64,41200,Petrol,110,Red
1004,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10950,57,40214,Petrol,86,Red
1005,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,60,40000,Petrol,86,Blue
1006,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,66,39222,Petrol,86,Red
1007,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,66,39144,Petrol,110,Green
1008,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10250,62,39000,Petrol,110,Green
1009,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,61,38019,Petrol,110,Blue
1010,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9750,68,37759,Petrol,110,Blue
1011,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,61,37500,Petrol,110,White
1012,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,60,37111,Petrol,110,Red
1013,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9750,62,37000,Petrol,86,Red
1014,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,36954,Petrol,110,Green
1015,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,60,36943,Petrol,110,Red
1016,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,9950,63,36923,Petrol,86,Red
1017,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,66,36658,Petrol,110,Black
1018,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,65,36000,Petrol,86,Green
1019,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10450,65,36000,Petrol,110,Grey
1020,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10950,62,35512,Petrol,110,Black
1021,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,9250,65,35283,Petrol,86,Green
1022,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,68,35000,Petrol,110,Grey
1023,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10900,57,35000,Petrol,86,Blue
1024,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,64,34114,Petrol,110,Blue
1025,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11950,58,34000,Petrol,110,Black
1026,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7900,68,33847,Petrol,86,Grey
1027,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,10900,57,33535,Petrol,110,Red
1028,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10450,65,33000,Petrol,110,Blue
1029,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,59,32150,Petrol,110,Blue
1030,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9950,65,31588,Petrol,86,Green
1031,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10750,60,31480,Petrol,110,Red
1032,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9900,57,31307,Petrol,110,Green
1033,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10750,68,31000,Petrol,110,Grey
1034,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10450,58,30634,Petrol,110,Grey
1035,TOYOTA Corolla 1.3 Linea Terra Comfort 4/5-Doors,9450,68,30300,Petrol,86,Red
1036,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,10750,60,28500,Petrol,86,Grey
1037,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,60,28500,Petrol,110,Red
1038,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,10000,57,28000,Petrol,86,Black
1039,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,10500,68,26698,Petrol,110,Red
1040,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,12500,62,26000,Petrol,107,Black
1041,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8950,62,25505,Petrol,86,Green
1042,TOYOTA Corolla 1.6 Luna LB 4/5-Doors,10500,58,25000,Petrol,110,Green
1043,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9245,66,22835,Petrol,110,Green
1044,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,59,22705,Petrol,110,Grey
1045,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9500,63,22178,Petrol,86,Red
1046,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,10900,62,17345,Petrol,110,Red
1047,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,10950,67,15535,Petrol,86,Grey
1048,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,66,15110,Petrol,86,Green
1049,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA COMM Anders,5900,73,232940,Diesel,72,Grey
1050,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,6950,79,218118,Diesel,72,Black
1051,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,6000,78,217764,Diesel,72,Green
1052,TOYOTA Corolla 1.6 LB *G3* AIRCO 4/5-Doors,5250,79,207114,CNG,110,Black
1053,TOYOTA Corolla 2.0D LINEA TERRA+airco 2/3-Doors,4400,74,203254,Diesel,72,Black
1054,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,6750,77,200732,Diesel,72,Grey
1055,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8500,69,197501,Diesel,72,White
1056,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,6150,80,194765,Diesel,72,Blue
1057,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,6950,76,191620,Diesel,72,Black
1058,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,5750,76,183277,Diesel,72,Black
1059,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8750,78,180378,Diesel,72,Red
1060,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6500,70,178800,Diesel,72,Red
1061,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,5950,73,176177,Petrol,110,Silver
1062,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6500,78,176000,Petrol,86,Grey
1063,TOYOTA Corolla 2.0 ST WGN LINEA TERRA DSL Stationwagen,10500,77,172980,Diesel,72,Black
1064,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8500,77,170000,Diesel,72,Red
1065,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,7950,71,164000,Petrol,110,Blue
1066,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5800,78,161775,Petrol,86,Black
1067,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,80,160000,Petrol,86,Blue
1068,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,78,159968,Diesel,72,Red
1069,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5740,74,159908,Petrol,110,Red
1070,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6550,73,158492,Petrol,86,Grey
1071,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8950,69,156204,Diesel,72,Red
1072,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6750,73,156169,Petrol,86,Silver
1073,TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,7950,78,155210,Petrol,110,Blue
1074,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7950,69,155000,Diesel,72,Green
1075,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7450,76,154900,Diesel,72,Grey
1076,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,7750,70,151300,Diesel,72,Black
1077,TOYOTA Corolla 1.6 16v Linea Terra 4/5-Doors,6450,71,151000,CNG,110,Black
1078,TOYOTA Corolla 2.0D Linea Terra 2/3-Doors,7900,75,150000,Diesel,72,Green
1079,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,69,146304,Diesel,72,Grey
1080,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5600,75,146197,Petrol,86,Blue
1081,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5950,77,145996,Petrol,110,Grey
1082,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,6950,80,143560,Petrol,86,Green
1083,TOYOTA Corolla 2.0 DSL ,7950,71,139145,Diesel,73,Black
1084,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8950,79,138500,Petrol,86,Grey
1085,TOYOTA Corolla 2.0 D Linea Terra Liftback 4/5-Doors,7950,74,137741,Diesel,90,Blue
1086,TOYOTA Corolla 2.0 D Linea Terra Liftback 4/5-Doors,9500,80,137178,Diesel,90,Silver
1087,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8600,76,134889,Diesel,72,Red
1088,TOYOTA Corolla 2.0 ST WGN LINEA TERRA DSL Stationwagen,5950,71,134660,Diesel,72,White
1089,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,73,134539,Petrol,110,Blue
1091,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7950,79,131500,Diesel,72,Blue
1092,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,131307,Petrol,110,Red
1093,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,74,130025,Petrol,110,Grey
1094,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,6500,78,130000,Petrol,86,Blue
1095,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,77,128960,Petrol,110,Red
1096,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,80,128351,Petrol,110,Grey
1097,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8250,73,128006,Petrol,110,Blue
1098,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7250,71,127159,Diesel,72,Red
1099,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5250,72,126478,Petrol,110,Green
1100,TOYOTA Corolla 1.6 HB Terra 4/5-Doors,7900,77,126000,Petrol,110,Blue
1101,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,76,125778,Petrol,110,Grey
1102,TOYOTA Corolla 1.6i-16 SPORTS TC 2/3-Doors,7900,75,125400,Petrol,110,White
1103,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7250,74,124910,Diesel,72,Red
1104,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8450,70,124743,Petrol,110,Blue
1105,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,76,124591,Petrol,110,Blue
1106,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,124057,Petrol,110,Blue
1107,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6450,72,123403,Petrol,110,Green
1108,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,75,123104,Petrol,110,Blue
1109,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,123077,Petrol,86,Red
1110,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,7250,80,122820,Petrol,86,Red
1111,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,77,122290,Petrol,110,Red
1112,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,74,121900,Petrol,110,Red
1113,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,77,121545,Petrol,110,Grey
1114,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8250,71,120474,Diesel,72,Black
1115,TOYOTA Corolla 2.0 LB LINEA TERRA DSL 4/5-Doors,8950,76,120263,Diesel,72,Black
1116,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,74,120196,Petrol,110,Black
1117,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,71,120000,Petrol,110,White
1118,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7750,78,120000,Petrol,110,Green
1119,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5750,73,115877,Petrol,110,White
1120,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6900,76,115345,Petrol,110,Red
1121,TOYOTA Corolla 1.6 HATCHBACK 2/3-Doors,6500,71,115157,Petrol,110,Black
1122,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,6500,78,115000,Petrol,107,Red
1123,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,7600,77,114258,Petrol,86,Blue
1124,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,73,112963,Diesel,72,Red
1125,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7450,74,112307,Petrol,110,Grey
1126,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7350,72,112000,Petrol,86,Blue
1127,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7750,73,111602,Petrol,86,Black
1128,TOYOTA Corolla 1.6 Linea Terra / Keuze uit 700 occasions 2/3-Doors,7460,80,111392,CNG,110,Grey
1129,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,76,110901,Petrol,110,Grey
1130,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7250,80,110887,Petrol,110,Green
1131,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,6500,72,110634,Petrol,86,Blue
1132,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,6800,80,110000,Petrol,110,Grey
1133,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8700,75,109540,Petrol,110,Grey
1134,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,78,109263,Petrol,110,Grey
1135,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,71,107516,Petrol,110,Black
1136,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,73,107108,Petrol,110,Grey
1137,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,75,107000,Petrol,110,Grey
1138,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6640,74,106250,Petrol,110,Green
1139,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8750,71,106150,Petrol,86,Black
1140,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7750,72,106108,Petrol,110,Blue
1141,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5950,72,105856,Petrol,86,White
1142,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,77,105152,Petrol,86,Green
1143,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6500,80,105135,Petrol,110,Silver
1144,TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,8750,76,104344,Petrol,110,Green
1145,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,74,104150,Petrol,110,Blue
1146,TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,6750,74,104000,Petrol,86,Grey
1147,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,73,103121,Petrol,86,Grey
1148,TOYOTA Corolla 1.3 Linea Terra 3 drs 2/3-Doors,7950,80,102300,Petrol,86,Blue
1149,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,8950,75,102005,Petrol,107,Grey
1150,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,102000,Petrol,86,Blue
1151,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6450,75,101855,Petrol,110,Grey
1152,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,74,101773,Petrol,110,Grey
1153,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8450,75,101159,Petrol,110,Red
1154,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,6750,74,101000,Petrol,86,Grey
1155,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8050,74,100732,Petrol,86,Blue
1156,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,79,100719,Petrol,110,Red
1157,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,78,100487,Petrol,110,Red
1158,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,80,100458,Petrol,110,Blue
1159,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7795,75,100192,Petrol,110,Black
1160,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6490,80,100123,Petrol,110,Black
1161,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,73,99971,Petrol,110,Grey
1162,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6425,79,99397,Petrol,86,Blue
1163,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8950,69,99374,Petrol,86,Blue
1164,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,6950,72,99245,Petrol,110,Red
1165,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8750,79,98742,Petrol,110,Silver
1166,TOYOTA Corolla 1.6 16V S-uitvoering 2/3-Doors,8450,71,98154,Petrol,110,Black
1167,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,7950,77,98000,Petrol,110,Green
1168,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,80,97548,Petrol,86,White
1169,TOYOTA Corolla 1.6 LINEA TERRA 4/5-Doors,8900,78,97534,Petrol,110,Grey
1170,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8950,73,97494,Petrol,110,Silver
1171,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8900,73,97085,Petrol,110,Grey
1172,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,7950,69,97000,Petrol,110,Green
1173,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6495,74,96302,Petrol,86,Blue
1174,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,78,96000,Petrol,86,Black
1175,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,74,96000,Petrol,110,Black
1176,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,78,95909,Petrol,110,Black
1177,TOYOTA Corolla 1.6 Terra Stationwagen,6990,79,95700,Petrol,110,Red
1178,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,78,95651,Petrol,110,Blue
1179,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,79,95000,Petrol,86,Grey
1180,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,80,94447,Petrol,110,Red
1181,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9950,80,94079,Petrol,110,Grey
1182,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,9250,80,93841,Petrol,110,Silver
1183,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7200,79,93090,Petrol,86,Silver
1184,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,72,93066,Petrol,110,Grey
1185,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8950,79,93039,Petrol,110,Blue
1186,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,77,93000,Petrol,110,Green
1187,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6250,80,92830,Petrol,86,Silver
1189,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,9900,80,92255,Petrol,107,Grey
1190,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7300,80,92096,Petrol,86,Red
1191,TOYOTA Corolla 1.3 Linea Luna Hatchback 2/3-Doors,8950,72,91921,Petrol,86,Blue
1192,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,6500,70,91900,Petrol,86,Silver
1193,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,78,91399,Petrol,110,Blue
1194,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,75,91082,Petrol,110,Silver
1195,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,71,90370,Petrol,86,Blue
1196,TOYOTA Corolla 1.3i-16v Linea Terra 5d 4/5-Doors,8500,78,90345,Petrol,86,Silver
1197,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,90305,Petrol,86,Grey
1198,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,7950,78,90011,Petrol,86,Green
1199,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,77,90000,Petrol,86,Green
